U_S_R_I,HISTO_0,HISTO_11,HISTO_12,HISTO_21,HISTO_22,HISTO_23,HISTO_24,HISTO_31,HISTO_41,HISTO_42,HISTO_43,HISTO_52,HISTO_71,HISTO_81,HISTO_82,HISTO_90,HISTO_95
87_015,"0","20689","0","69410","33530","13848","4373","2453","574519","262287","570261","19633","15164","167782","10222","44847","7228"
87_014,"0","22197","0","66670","31851","13035","4269","3596","568555","264746","578885","20718","23356","152535","7093","51087","7823"
87_013,"0","5014","0","53962","18732","6064","906","1385","913890","201131","430527","19810","10992","115057","7162","26583","5196"
87_016,"0","13207","0","72783","29948","11253","2938","3437","625521","254631","506014","22747","28853","169194","18252","50432","7038"
87_121,"0","87619","0","50421","26747","10969","1842","3885","675539","118971","224871","5930","8189","411358","91140","65333","33597"
87_006,"0","7928","0","68788","24574","8059","844","1621","700001","317115","452496","21944","10863","172038","4773","22598","2772"
87_007,"0","34014","0","71053","33423","17885","4462","1782","528747","361907","531594","29823","14261","121538","9599","52362","3967"
87_010,"0","36356","0","55827","28430","17502","3846","5069","849663","207641","176319","6138","19457","222580","36934","119317","31334"
87_009,"0","28924","0","61858","31644","20078","4389","9378","808213","262586","272740","7231","29812","140549","21005","102629","15380"
87_004,"0","9041","0","58851","18466","5533","573","3017","739939","287711","468658","18783","31554","84662","4266","78600","6760"
87_005,"0","18093","0","72619","35286","16070","2871","3758","611030","388856","427508","26644","25217","126755","10117","46433","5158"
87_003,"0","14127","0","64430","19201","6785","910","2350","710929","248260","573798","17192","18537","50829","496","83490","4908"
87_008,"0","8823","0","52711","21375","7555","966","1869","979922","146908","234837","5142","26669","173970","54083","92184","9399"
87_001,"0","32587","0","76096","25419","12528","2750","3282","516433","352496","610907","19206","18866","91685","10524","39474","4161"
87_002,"0","7157","0","54878","27146","14538","2817","2813","777512","137236","437943","6108","26683","166420","49969","96790","8235"
88_002,"0","31828","0","163839","95015","58045","13538","1844","339856","22651","268981","5067","10098","608067","152234","43667","1685"
88_001,"0","13488","0","115058","66920","25375","10461","3162","622336","54620","345691","6668","14987","493760","43224","480","180"
88_009,"0","43528","0","485785","405114","240746","86998","3756","362218","9125","78911","5795","5686","36724","9019","41663","1178"
88_008,"0","6490","0","77209","22077","4209","1400","403","866217","54120","371600","6753","11622","335000","59044","36","60"
88_007,"0","16659","0","85691","34716","8051","2975","2231","775555","61426","384472","4698","8857","385072","45363","345","126"
88_005,"0","13868","0","86280","34305","6091","1998","449","774193","55902","295624","2715","6229","449900","88564","127","164"
88_006,"0","5414","0","93993","15289","4767","960","269","851064","38072","281444","4469","13167","473053","30406","3570","471"
88_012,"0","39614","0","141905","63290","27158","8604","4600","560596","75559","388344","42161","28309","247266","79609","102110","7286"
88_003,"0","1100","0","48883","5686","1004","159","567","882666","116130","505738","4605","6637","218645","24328","87","171"
